100 2500
63 66 -3
63 71 5
63 74 7
63 75 -3
63 76 -9
63 77 -7
63 78 -3
63 79 5
63 83 8
63 84 -7
63 90 -7
63 92 -3
63 94 2
63 95 -2
63 98 -7
63 99 2
64 65 3
64 68 8
64 69 10
64 71 5
64 74 3
64 75 10
64 77 3
64 78 -10
64 79 -6
64 81 6
64 82 -4
64 83 -8
64 86 -6
64 89 -4
64 90 9
64 93 1
64 94 4
64 96 -4
65 66 2
65 67 -3
65 72 -8
65 74 2
65 76 -10
65 77 10
65 78 -1
65 80 7
65 81 -2
65 83 -6
65 84 -6
65 85 9
65 87 10
65 91 8
65 95 8
65 97 -1
65 99 6
66 67 -9
66 69 4
66 71 -10
66 74 4
66 76 -2
66 77 -2
66 78 -10
66 79 6
66 80 9
66 82 7
66 83 9
66 85 -3
66 88 -3
66 89 -3
66 92 7
66 95 -10
66 97 -1
67 68 -8
67 69 9
67 70 1
67 72 -10
67 73 8
67 75 3
67 77 3
67 82 -7
67 83 9
67 85 -10
67 87 -8
67 88 9
67 90 -5
67 93 -9
67 94 -1
67 99 -6
68 69 -5
68 73 1
68 75 1
68 76 1
68 78 -2
68 80 -2
68 82 -10
68 83 -4
68 86 6
68 91 7
68 92 3
68 93 10
68 95 -10
68 96 1
68 97 -3
68 98 -6
69 70 -7
69 71 1
69 72 -7
69 76 -9
69 77 -7
69 78 -10
69 80 -5
69 82 3
69 83 8
69 85 -4
69 92 -3
69 93 -2
69 94 8
69 95 -9
69 98 -6
70 71 8
70 72 -8
70 73 1
70 74 -2
70 75 6
70 78 1
70 79 1
70 80 -1
70 83 -10
70 84 -8
70 86 3
70 88 -9
70 92 -3
70 96 7
70 99 3
71 72 -3
71 74 9
71 75 -8
71 78 6
71 79 -3
71 82 -8
71 83 -9
71 84 -8
71 85 1
71 86 -9
71 87 -5
71 89 6
71 91 7
71 94 7
72 73 -7
72 77 3
72 78 2
72 80 -3
72 81 -1
72 85 -5
72 87 5
72 88 -9
72 89 7
72 92 9
72 94 10
72 95 5
72 96 10
72 97 6
73 74 8
73 75 9
73 76 -1
73 82 -6
73 83 -1
73 86 10
73 88 -7
73 89 6
73 90 -10
73 92 7
73 93 7
73 94 -2
73 96 6
74 75 1
74 79 -4
74 80 1
74 81 -9
74 82 -1
74 83 1
74 84 5
74 86 2
74 87 10
74 90 -6
74 93 -8
74 96 -7
74 99 -9
75 76 -6
75 77 -5
75 78 4
75 80 10
75 81 2
75 82 1
75 84 -7
75 86 1
75 88 -2
75 91 9
75 95 3
75 99 -10
76 77 -5
76 78 7
76 79 -3
76 80 -10
76 82 1
76 83 1
76 88 6
76 94 8
76 96 -1
76 97 -1
76 98 8
76 99 3
77 78 10
77 79 -4
77 87 10
77 88 -4
77 90 -5
77 92 10
77 93 -9
77 95 -6
77 96 4
77 97 8
77 98 1
78 79 -4
78 81 -1
78 83 -7
78 84 -5
78 85 -2
78 87 -5
78 88 -6
78 89 5
78 90 3
78 95 3
78 96 6
79 80 9
79 81 -8
79 83 -4
79 84 4
79 85 8
79 86 -6
79 88 -8
79 91 1
79 96 4
79 98 6
80 81 6
80 82 -7
80 83 10
80 86 9
80 88 -6
80 90 1
80 91 10
80 95 -4
80 98 -4
80 99 1
81 82 5
81 83 -3
81 84 -4
81 85 6
81 88 9
81 89 6
81 97 -7
81 98 10
81 99 -10
82 83 3
82 84 7
82 85 -8
82 87 -1
82 92 2
82 93 -2
82 94 -9
82 95 -1
82 96 8
83 84 1
83 86 -4
83 88 9
83 90 10
83 93 8
83 94 6
83 97 -2
83 99 -6
84 85 -6
84 88 -10
84 90 8
84 91 -1
84 92 2
84 93 -4
84 94 10
84 96 3
85 86 -7
85 89 10
85 91 2
85 93 -10
85 94 -4
85 98 1
85 99 -1
86 87 6
86 88 5
86 91 2
86 92 -7
86 95 1
86 96 -7
86 99 -1
87 88 -3
87 89 8
87 91 2
87 92 7
87 93 3
87 98 2
88 89 10
88 91 -2
88 94 -6
88 95 -6
88 98 7
88 99 3
89 90 8
89 91 -8
89 92 1
89 93 -4
89 96 -7
90 91 -9
90 92 3
90 93 -2
90 96 -7
90 99 -1
91 92 -2
91 94 -5
91 97 1
91 98 -4
92 93 10
92 96 -9
92 98 -10
92 99 -7
93 94 -5
93 97 10
93 98 10
94 95 6
94 96 8
94 98 6
95 96 2
95 99 10
96 97 -4
96 98 -9
97 98 -3
98 99 -3
